ID,Name of the organisation,DESCRIPTION,KEYWORDS,ADDRESS,EIRCODE,ONLINE ONLY SERVICE,WEBSITE,EMAIL,TELEPHONE,CATEGORIES,SUPPORT,latitude,longitude,DropIn_Info,,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Tuam, Chapel Lane, Tuam, Co. Galway ",H54 YC42,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.51763201,-8.844635708,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Tuam , Weir Road, Tuam, Co. Galway",H54 X938,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.51733261,-8.859001885,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Tuam Road, Galway City",H91 Y8C2,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.28499492,-9.028539398,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Letterfrack, Co. Galway",H91 FY9W,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.55525919,-9.940610277,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Rosmuc, Ros Muc, Co. na Gaillimhe ",H91 K761,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.38263687,-9.57990334,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB YouthReach Portumna, Abbey Street, Portumna, Co Galway",H53 VW99,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.09253814,-8.211250053,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB YouthReach Letterfrack, Connemara West, Letterfrack, Co Galway",H91 PA89,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.55422407,-9.941094382,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB YouthReach Ballinasloe, Pollboy, Ballinasloe, Co. Galway",H53 X9X0,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.32173689,-8.210083372,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB YouthReach Galway City, Unit 22A, Liosban Business Park, Tuam Road, Galway",H91 E7DV,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.28917495,-9.025224727,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Galway - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB YouthReach Tuam, Ballygaddy Road, Tuam, Co Galway",H54 D59,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.53114632,-8.876721131,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
214,Galway - Helplink Mental Health Service,"We are a mental health counselling service for all ages. We offer remote counselling nationally and internationally, face to face in our Galway and Castlebar offices. We provide support for mild to moderate mental health difficulties, addiction, and bereavement. We have art therapy, play therapy, couple therapy, youth therapy.","counselling, support, therapy, mental health, addiction support, gambling support, youth therapy, art therapy, play therapy, general counselling, couple counselling","1st Floor, The Plaza, Headford Road, Galway, H91 KC6V",H91 KC6V,No,helplink.ie,HelplinkSupport@helplink.ie, (0)818 99 88 80,Youth Services;Wellbeing & Mental Health;Information & Advice;,Wellbeing & Mental Health,53.27897288,-9.050047789,N/A,,,,,,,,,,,,
347,Galway - Le Chéile Gym,Free gym classes for refugees,"gym classes, mental health, friendships, support",Galway City ,none,No,http://www.lechéilegym.ie/,lecheilegym@gmail.com,087 333 5170,"Health Services, Wellbeing & Mental Health",Wellbeing & Mental Health,53.274,-9.051,N/A,,,,,,,,,,,,
178,Galway - Legal Aid Board,"The Legal Aid Board is an independent, publicly funded organisation providing civil legal aid and advice, family mediation services, assisted decision-making services, International protection services, and much more. ","Legal Aid, Legal advice, family mediation, international protection, rights of cohabitants, guardianship, assisted decision making, traveller support, abhaile scheme","Law Centre Galway (Francis Street), 9 St Francis Street, Co Galway",H91 N253,No,www.legalaidboard.ie,galwaylawcentre@legalaidboard.ie,Phone: (066) 947 1000  LoCall: 0818 615 200; Galway (091) 561650,Information & Advice;Housing support;Community & Family;Legal Advice;International protection;,Multiple services,53.27528499,-9.052893957,N/A,,,,,,,,,,,,
178,Galway - Legal Aid Board,"The Legal Aid Board is an independent, publicly funded organisation providing civil legal aid and advice, family mediation services, assisted decision-making services, International protection services, and much more. ","Legal Aid, Legal advice, family mediation, international protection, rights of cohabitants, guardianship, assisted decision making, traveller support, abhaile scheme","Galway Law and Family Mediation Centre (Woodquay), 2nd & 3rd Floor, Woodquay Court, Woodquay, Co Galway",H91 Y674,No,www.legalaidboard.ie,lawcentrewoodquay@legalaidboard.ie,Phone: (066) 947 1000  LoCall: 0818 615 200; Galway (091) 562480,Information & Advice;Housing support;Community & Family;Legal Advice;International protection;,Multiple services,53.27660368,-9.0522173,N/A,,,,,,,,,,,,
348,Galway - Places of Sanctuary/Schools of Sanctuary,"We aim to build a culture of welcome, inclusion and understanding for all refugees and asylum seekers coming to Ireland. We help create spaces where refugees and other newcomers can meet and build understanding with locals, through Schools, Universities and other Places of Sanctuary.","Welcoming refugees in schools, Universities, churches, libraries and communities",Galway,none,No,https://schools-ireland.cityofsanctuary.org/,schools@ireland.cityofsanctuary.org,None,"Employment & Training, Education, Language Support, Community & Family, Public Awareness & Activsm, Empowering and linking refugees and host communities",Education,53.274,-9.051,N/A,,,,,,,,,,,,
