ID,Name of the organisation,DESCRIPTION,KEYWORDS,ADDRESS,EIRCODE,ONLINE ONLY SERVICE,WEBSITE,EMAIL,TELEPHONE,CATEGORIES,SUPPORT,latitude,longitude,DropIn_Info,
309,Dublin - Balbriggan Integration Forum,Community group supporting integration in Balbriggan ,None,"Cairde Centre, 16 Hampton Street, Balbriggan, Co Dublin ",K32PK40,No,https://balbrigganintegration.ie/,balbrigganif@gmail.com,Please email ,Community & Family,Community & Family,53.607,-6.179,N/A,
310,Dublin - Baldoyle Community Hall,FREE English Classes for beginners.  Every Friday morning 10.30am t0 11.30am,"Community Centre, English Classes, Room rental","Baldoyle Community Hall, Main Street, Baldoyle, D13 KK55",D13KK55,No,www.baldoyleforum.ie,info.baldoyleforum@gmail.com,01 8395338,"Education, Language Support, Community & Family, Public Awareness & Activsm",Multiple Services,53.400,-6.128,Fridays 10.30 - 11.30am,
311,Dublin - Black Therapists Ireland ,Black Therapists Ireland provide mental health care to the public through services delivered by black counselling psychotherapists.,"Mental health, sad, anxiety, depression, help, pain, support, death, loss, relationship, anger, stress, fear, panic, loneliness, racism, ","Glenshesk House,  10 Richview Office Park,  Clonskeagh,  Dublin 14 D14 V8C4",D14 V8C4,No,www.blacktherapistsireland.ie,support@blacktherapistsireland.ie,None,Wellbeing & Mental Health,Wellbeing & Mental Health,53.312,-6.236,N/A,
312,Dublin - Cairde,"Cairde is an organization working to improve access to and experience of health services for ethnic minorities in Ireland, and ethnic minorities participation in health planning and delivery. In our Dublin and Balbriggan offices multilingual staff provide health information and advocacy services in person, over the phone and email. ","health information and advocacy, peer support & advocacy in mental health, capacity building activities, ","19 Belvedere Place, Dublin 1 & Hampton Street, Balbriggan, co. Dublin",D01 X2E4,No,https://cairde.ie/,info@cairde.ie,01 855 2111,"Health Services, Information & Advice, Language Support, Wellbeing & Mental Health",Health Services,53.359,-6.258,10am-5pm - by appointment ,
313,Dublin - Chime,"Chime is committed to a society with no limits or barriers for anyone living with deafness or hearing loss in Ireland. We work towards achieving this vision by seeking changes in legislation, policy, practice and resource provision to address inequality, exclusion and injustice. ","Advocacy, support, community ",Check Chime website for every resources Centre address all over Ireland ,D01 W592,No,https://www.chime.ie/,info@chime.ie,018175700 / 0879221046 (text only),Information & Advice,Multiple Services,53.355,-6.264,Yes,
314,Dublin - City of Dublin ETB Adult Education Guidance Service,"The City of Dublin Adult Education Guidance Service provides a free, impartial and confidential service to adults so they can make informed education, career and life choices. You can meet with a professional and qualified Guidance Counsellor or Guidance Information Officer to get information and to discuss your education and training needs.","Education, Training, Information, Guidance, Support","CDETB Adult Education Service, Ballymun Road, Dublin 11. ",D11 YK4H,No,https://adulteducationcityofdublinetb.ie/adult-education-guidance-service/,paul.maguire@aes.cdetb.ie,0860612037,"Information & Advice, Employment & Training, Education, Language Support",Multiple Services,53.392,-6.265,9am to 4pm Mon to Thursday,
315,Dublin - Dublin South Citizens Information Service,"Citizens Information Centres provide free, confidential, independent and impartial information to all on public services and on the entitlements of all in Ireland. We assist those in the state to access entitlements.Citizens Information provide information about rights and how to apply for State services in Ireland.","Information, Help with Forms","Luke Cullen House, Oakfield Industrial Estate, Clondalkin, Dublin 22",D22 A9C6,No,www.citizensinformation.ie,clondalkin@citinfo.ie,0818075100,Information & Advice,Information & Advice,53.325,-6.394,"Monday, Tuesday and Thursday 9.30-12.00, 2.00-4.00. Wednesday 2.00-4.00",
316,Dublin - Dublin South City Partnership,"DSCP is a local development company. Our mission to advance social inclusion and promote local and community development in Dublin South City by working in partnership with communities, individuals and stakeholders to support wellbeing, education, employment and enterprise. ","Community Development, Employment, Lifelong Learning, Enterprise & Social Enterprise, TUS, Ability.  ","3/4 St Agnes Rd, Crumlin Village, Dublin.",D12VAA8,No,https://www.dublinsouthcitypartnership.ie,inclusion@dscp.ie,086 608 8785,"Employment & Training, Language Support, Wellbeing & Mental Health, Community & Family, Youth Services",Multiple Services,53.321,-6.317,Yes,
317,Dublin - Dun Laoghaire Rathdown County Council LAIT Team,"The dlr Local Authority Integration team will provide signposting to services one needs to access employment and develop English language proficiency, access childcare and healthcare services and to connect to sporting and other local/community activities.","signposting to services, employment, English language, access childcare ,healthcare services and to connect to sporting and other local/community, cultural Activities.","Marine Road, Dún Laoghaire, Co.Dublin, ",A96 K6C9,No,dlrcoco.ie,integration@dlrcoco.ie,01 205 4893,"Information & Advice, Employment & Training, Education, Language Support, Wellbeing & Mental Health, Community & Family, Youth Services, signposting to services and funding",Multiple Services,53.294,-6.135,N/A,
318,Dublin - Dun Laoghaire Rathdown Volunteer Centre,Dún Laoghaire Rathdown Volunteer Centre is an independent non-profit organisation which works to develop volunteering in our county and local communities. We do this by supporting individuals to volunteer and organisations to involve volunteers. We also run a Community Volunteers programme where volunteers can get involved in flexible volunteering.,"volunteer, community, participation, civic engagement, social action","It is not possible to drop in or have meetings at our current address, instead we meet volunteers and service users at various locations in the County, please contact us by email or phone to set up an appointment.",None,No,www.volunteerdlr.ie,info@volunteerdlr.ie,01 4414444,"Information & Advice, Volunteering information",Information & Advice,53.295,-6.143,N/A,
319,Dublin - Empower,"Empower is a local development company. Our mission is to enable positive change by offering leadership, partnership and innovation to individuals and communities across Fingal. To empower the voices and actions of marginalised people and groups through brave advocacy and by co-ordinating and delivering innovative social inclusion initiatives.","employment, training, english classes, wellbeing, advocacy, information","Dillon House, 106 Coolmine Industrial Estate, Dublin 15, Ireland.",D15 KT2X,No,www.empower.ie,info@empower.ie,(01) 820 9550,"Information & Advice, Employment & Training, Language Support, Wellbeing & Mental Health, Community & Family, Public Awareness & Activsm",Multiple Services,53.384,-6.401,N/A,
320,Dublin - Intercultural Language Service,"ILS promotes intercultural language & integration training for migrants in Ireland. We promote social inclusion for newer community members and foster social cohesion in the communities and areas of Dublin City where New-Irish reside through intercultural encounters, activities and events.","English Training, ESOL, Integration","Ballybough Community Centre, 49 Ballybough Rd, Dublin 3",D03C995,No,ilsschool.org,ils.info.dublin@gmail.com,089 429 7580,"Education, Language Support",Language Support,53.361,-6.243,"Dro-in times: Mon, Tue, Wed 10 am - 12 pm",
321,Dublin - Intercultural Language Service,"ILS promotes intercultural language & integration training for migrants in Ireland. We promote social inclusion for newer community members and foster social cohesion in the communities and areas of Dublin City where New-Irish reside through intercultural encounters, activities and events.","English Classes, ESOL, Integration Support","Ballybough Community Centre, 49 Ballybough Rd, Dublin 3",D03C995,No,ilsschool.org,ils.info.dublin@gmail.com,089 429 7580,"Education, Language Support",Language Support,53.361,-6.243,"Dro-in times: Mon, Tue, Wed 10 am - 12 pm",
322,Dublin - Irish Refugee Council,"We provide services and support to people seeking protection and those recognised as refugees in Ireland. We have a Drop-In Centre and services cover the areas of Education, Youth, Employment, Housing, Information & Advice and others.","Education, training courses, youth work, employment, cv development, legal help, filling form ","37 Killarney Street, Dublin 1, D01 NX74",D01 NX74,No,https://www.irishrefugeecouncil.ie/,info@irishrefugeecouncil.ie,01 764 5062,"Information & Advice, Employment & Training, Education, Housing Support, Wellbeing & Mental Health, Youth Services, Legal Advice",Multiple Services,53.355,-6.248,"Monday, Tuesday & Thursday. Currently open via phone and email only.",
